"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"18703057","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-62.8439956103975
"18703060","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-73.3059948796353
"18704028","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-75.5779947209379
"18704034","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-73.3719948750253
"18704040","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-72.2699949519991
"18704044","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-74.4489947997977
"18704048","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-73.9929948316489
"18704053","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-73.6849948531625
"18704057","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-73.363994875584
"18710039","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-76.2939946709259
"18710043","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-69.0679951756562
"18710047","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-66.0449953868103
"18710051","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-73.2289948850137
"18703043","RN_STZ_2744_7.1Hz","RN","STZ","2744","7.1Hz","Ediast (mV)",-73.9569948341635
"18703047","RN_STZ_2744_7.1Hz","RN","STZ","2744","7.1Hz","Ediast (mV)",-71.9829949720458
"18703054","RN_STZ_2744_7.1Hz","RN","STZ","2744","7.1Hz","Ediast (mV)",-68.370995224341
"18703061","RN_STZ_2744_7.1Hz","RN","STZ","2744","7.1Hz","Ediast (mV)",-73.5349948636398
"18704029","RN_STZ_2744_7.1Hz","RN","STZ","2744","7.1Hz","Ediast (mV)",-74.8599947710896
"18704035","RN_STZ_2744_7.1Hz","RN","STZ","2744","7.1Hz","Ediast (mV)",-72.5009324358683
