"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"18d03012","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",135.742434674705
"18d03016","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",138.562503097113
"18d03020","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",137.744570949925
"18d12021","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",134.690493733223
"18d12025","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",131.557375987411
"18d12053","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",133.151858444926
"19307005","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",113.624262181262
"19307006","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",136.161685172357
"19307010","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",127.183596592775
"19314012","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",124.088128871755
"17421005","GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz","APA (mV)",136.513735961476
"17421042","GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz","APA (mV)",130.805728021392
"17502012","GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz","APA (mV)",132.185183618632
